,f_id,i_id,true,predicted,treshold_true,label_true,percentage_change_predicted,threshold_predicted,label_predicted,label
0,1,4,0.0027326896642012,0.0127462637541987,1.11473314077757,good,366.43656325770877,5,poor,"good, poor"
1,2,4,0.3952854128226437,1.015012600271161,1.11473314077757,good,156.77967548136564,5,poor,"good, poor"
2,3,4,1.5941677548113025,1.6357947916058386,1.11473314077757,poor,2.6112080531614725,5,good,"poor, good"
3,4,4,1.6585421724053055,1.6660355477873146,1.11473314077757,poor,0.4518049348809572,5,good,"poor, good"
4,5,4,0.1609502761442354,0.1751194459894681,1.11473314077757,good,8.803445501724404,5,poor,"good, poor"
5,6,4,1.4492438641713468,1.4328539559808595,1.11473314077757,poor,1.130928244423427,5,good,"poor, good"
6,7,4,0.9615837632979256,1.560606788880997,1.11473314077757,good,62.29545968295195,5,poor,"good, poor"
7,8,4,1.8477163500080789,1.8265329567685349,1.11473314077757,poor,1.1464634839352572,5,good,"poor, good"
8,9,4,2.508415968081053,2.3702035120249274,1.11473314077757,poor,5.509949618199032,5,poor,"poor, poor"
9,10,4,4.45141327360574,4.238478536044706,1.11473314077757,poor,4.783531082670122,5,good,"poor, good"
10,11,4,2.095776494063313,3.288484540817896,1.11473314077757,poor,56.91007844267539,5,poor,"poor, poor"
11,12,4,5.438038813404898,5.005177261109208,1.11473314077757,poor,7.959883464396682,5,poor,"poor, poor"
12,13,4,2.091025614006237,1.872102124883136,1.11473314077757,poor,10.469670369252976,5,poor,"poor, poor"
13,14,4,0.0372728191902756,0.2055958368620117,1.11473314077757,good,451.59722641975844,5,poor,"good, poor"
14,15,4,1.866166775436623,1.6772359060664377,1.11473314077757,poor,10.124007771276577,5,poor,"poor, poor"
15,16,4,1.098880178989433,0.9757567231085555,1.11473314077757,good,11.204447785572565,5,poor,"good, poor"
16,17,4,0.3925243560448064,0.6943116712168401,1.11473314077757,good,76.88371702916312,5,poor,"good, poor"
17,18,4,0.7285334633719818,0.8063453401903976,1.11473314077757,good,10.680618081462908,5,poor,"good, poor"
18,19,4,0.8246039751387759,0.820697177915905,1.11473314077757,good,0.47377860653817677,5,good,"good, good"
19,20,4,0.537627750376951,0.5711176597568243,1.11473314077757,good,6.229200288934537,5,poor,"good, poor"
20,21,4,1.0173883688540877,0.931766148944882,1.11473314077757,good,8.415883504314518,5,poor,"good, poor"
21,22,4,0.8816552014625603,0.7810059964265558,1.11473314077757,good,11.415937303952784,5,poor,"good, poor"
22,23,4,0.4473909376746462,0.5206184412548741,1.11473314077757,good,16.36767699427134,5,poor,"good, poor"
23,24,4,1.925836955866012,1.8979002359232489,1.11473314077757,poor,1.450627471742567,5,good,"poor, good"
