f_id,i_id,dim0,dim1
1,2,0.381189,-4.777257
2,2,17.281258,-4.2980733
3,2,9.620947,10.347667
4,2,10.466901,11.497887
5,2,-0.79185146,-5.9464793
6,2,9.655901,12.136168
7,2,9.460015,12.386045
8,2,10.685193,10.087432
9,2,12.022963,7.9553633
10,2,20.659447,13.092567
11,2,9.1138315,9.90507
12,2,19.694193,12.709849
13,2,9.366981,10.668907
14,2,1.0629681,10.774494
15,2,10.547092,11.440086
16,2,3.5150416,7.593017
17,2,3.7910628,9.846751
18,2,3.7661471,10.20929
19,2,0.83063847,9.523557
20,2,17.209606,-4.2242393
21,2,4.3880086,8.697194
22,2,3.3167908,8.879314
23,2,1.2562746,7.976395
24,2,12.193404,9.678437
