f_id,i_id,dim0,dim1
1,1,10.974963,0.16201754
1,2,11.328643,0.56832224
1,3,11.046146,0.29557863
1,4,11.38945,0.34981182
2,1,14.604723,3.180298
2,2,15.141219,3.175224
2,3,14.675436,3.0605688
2,4,14.553145,3.2872074
3,1,10.367842,15.027129
3,2,10.4030695,14.454929
3,3,10.08449,14.062795
3,4,10.22675,14.757453
4,1,9.696114,15.257948
4,2,9.96554,14.482352
4,3,9.828145,14.919182
4,4,10.176368,14.968013
5,1,11.302842,0.082128495
5,2,11.52322,0.43816507
5,3,11.43625,-0.046965282
5,4,11.784305,0.5479599
6,1,9.3172865,12.7832575
6,2,9.382262,12.852011
6,3,9.650867,12.960435
6,4,9.634863,12.654275
7,1,9.6441,12.612131
7,2,9.1629505,12.430493
7,3,9.786368,12.472235
7,4,9.367445,12.112094
8,1,9.572789,16.812212
8,2,10.487582,16.473734
8,3,10.463965,17.040693
8,4,9.997141,16.48809
9,1,7.2222905,16.678623
9,2,7.548348,16.57071
9,3,7.7101917,16.819664
9,4,7.4152794,16.39056
10,1,-38.30887,0.13566825
10,2,-37.783813,0.5218083
10,3,-37.45672,0.19210222
10,4,-38.205635,0.8510732
11,1,7.9810243,16.343672
11,2,7.893074,16.284145
11,3,-37.732807,-0.09177727
11,4,-37.445065,0.18024404
12,1,-37.909477,0.88373077
12,2,-38.279465,0.34187302
12,3,-38.37046,0.5626813
12,4,-38.005672,0.40595984
13,1,10.25574,17.356258
13,2,10.67359,16.18075
13,3,9.953022,17.151005
13,4,9.825584,17.328733
14,1,-6.2257724,3.1585062
14,2,-6.571705,3.5999901
14,3,-6.291502,3.222576
14,4,-6.453184,3.3922217
15,1,9.977859,16.260714
15,2,9.871845,15.892031
15,3,10.141301,15.522331
15,4,10.153955,16.708668
16,1,-8.779791,6.3152075
16,2,-8.727327,6.183919
16,3,-8.331123,6.306554
16,4,-8.434575,6.2277946
17,1,-7.035371,3.2841208
17,2,-7.6948743,3.8601913
17,3,-7.1336875,3.1097682
17,4,-7.430695,3.3474145
18,1,9.440491,12.20452
18,2,-7.640922,3.9367301
18,3,-7.6846747,3.2696416
18,4,-7.907871,3.3544276
19,1,-7.776926,5.6185594
19,2,-7.4190044,5.651244
19,3,-7.518498,5.4805713
19,4,-7.749892,5.4009314
20,1,14.588662,3.6629243
20,2,14.99429,3.4058776
20,3,14.768834,3.5349524
20,4,14.921277,3.7080576
21,1,-7.757958,6.2375007
21,2,-7.754096,5.9807544
21,3,-8.473129,5.854829
21,4,-8.3937,5.7024126
22,1,-8.123677,4.1412888
22,2,-8.14749,3.657345
22,3,-8.0569935,5.9293327
22,4,-7.899235,3.9273562
23,1,-6.630415,6.004961
23,2,-6.956587,5.949957
23,3,-6.800116,6.2995257
23,4,-6.6544156,6.120342
24,1,9.091504,17.155216
24,2,8.984329,16.97393
24,3,8.778237,17.292778
24,4,8.972264,17.054115
