f_id,i_id,dim0,dim1
1,1,-5.244185,20.5922
1,2,-5.154044,20.682524
1,3,-4.8859043,20.950521
1,5,-4.945826,20.890545
2,1,-24.676323,4.4466734
2,2,-23.983309,3.7536657
2,3,-24.432037,4.202451
2,5,-24.287432,4.0578375
3,1,12.682755,1.8295408
3,2,12.488081,2.2652068
3,3,12.093717,2.394988
3,5,13.451548,1.4856789
4,1,13.534319,2.0838027
4,2,12.997773,2.2233393
4,3,13.2636,1.788579
4,5,13.468692,1.9015884
5,1,-5.5210576,20.31541
5,2,-5.095394,20.741217
5,3,-5.4387646,20.397762
5,5,-5.312638,20.523872
6,1,10.481616,2.441084
6,2,10.922207,2.6766634
6,3,10.737693,2.9739523
6,5,10.4795885,2.8698163
7,1,10.252733,2.719106
7,2,10.347967,3.0450487
7,3,10.436541,3.3301795
7,5,10.164718,3.1899095
8,1,12.478695,0.70537245
8,2,12.775378,1.7556504
8,3,11.999366,1.0107286
8,5,12.429179,0.78847444
9,1,11.745116,-0.85365105
9,2,11.821763,-0.966625
9,3,12.157591,-0.6542047
9,5,11.969082,-0.7043517
10,1,7.4600754,16.800142
10,2,7.35257,17.191328
10,3,7.7380877,16.789045
10,5,7.876509,16.90015
11,1,11.764121,0.15350188
11,2,12.084567,-0.13848138
11,3,8.032071,17.105719
11,5,11.965993,-0.025393402
12,1,7.4679875,17.30824
12,2,7.3042874,17.12612
12,3,7.651435,17.524435
12,5,7.780425,17.434404
13,1,11.761982,1.1637285
13,2,12.008404,1.5456748
13,3,11.682454,1.2384566
13,5,11.591313,0.77660644
14,1,0.44894725,10.142851
14,2,0.7104388,10.395037
14,3,0.3694889,10.535525
14,5,0.631531,10.2322645
15,1,12.8579855,1.3659494
15,2,12.537303,1.8394383
15,3,12.459072,1.538225
15,5,13.1254,0.59141815
16,1,-2.137227,11.352464
16,2,-1.9796753,11.055826
16,3,-2.2752883,10.967687
16,5,-2.1304991,11.131688
17,1,0.006512011,10.532647
17,2,-0.5279771,10.822394
17,3,-0.12522322,10.690218
17,5,-0.6503928,10.558445
18,1,10.035365,2.890062
18,2,-1.4109462,11.432628
18,3,-0.77850384,11.170273
18,5,-1.304353,11.108218
19,1,-1.0299745,9.240278
19,2,-1.3506962,9.309128
19,3,-1.1690627,9.522214
19,5,-1.3814617,9.29995
20,1,-24.106428,3.8767812
20,2,-24.56318,4.333543
20,3,-24.077682,3.8480432
20,5,-24.310226,4.080606
21,1,-1.6002003,9.859918
21,2,-1.3713653,10.008718
21,3,-1.8372997,10.484143
21,5,-1.6047401,10.302172
22,1,-0.95662177,10.371148
22,2,-0.7991964,10.629298
22,3,-1.219625,10.027629
22,5,-1.4222594,10.609144
23,1,-0.9557495,8.546306
23,2,-1.3062854,8.312933
23,3,-1.0324515,8.524623
23,5,-1.4341875,8.481355
24,1,12.845779,-0.23111267
24,2,13.14064,0.02769352
24,3,13.008912,-0.041246314
24,5,13.228921,-0.19714257
