,f_id,i_id,true,predicted,treshold_true,label_true,percentage_change_predicted,threshold_predicted,label_predicted,label
0,1,3,0.0028785125488409,0.0334657799570316,1.0977459561855567,good,1062.6067070823567,5,poor,"good, poor"
1,2,3,1.0190780312144687,0.7044976001280701,1.0977459561855567,good,30.86912105361577,5,poor,"good, poor"
2,3,3,1.560980907353449,1.5147431812735197,1.0977459561855567,poor,2.9620942743190057,5,good,"poor, good"
3,4,3,1.6606595099406989,1.6934203256097196,1.0977459561855567,poor,1.9727593448816334,5,good,"poor, good"
4,5,3,0.1780651656911641,0.1495531070124145,1.0977459561855567,good,16.012148455920265,5,poor,"good, poor"
5,6,3,1.3892057851210926,1.513854578487133,1.0977459561855567,poor,8.972665871469507,5,poor,"poor, poor"
6,7,3,1.2929493195100012,1.6269312146517203,1.0977459561855567,poor,25.83101209785165,5,poor,"poor, poor"
7,8,3,1.875485411313908,1.7597893669377502,1.0977459561855567,poor,6.168858668706174,5,poor,"poor, poor"
8,9,3,2.5405811717358127,2.3871296814312686,1.0977459561855567,poor,6.040015253663426,5,poor,"poor, poor"
9,10,3,4.471777537030956,3.6254990343071904,1.0977459561855567,poor,18.92487932853774,5,poor,"poor, poor"
10,11,3,2.0646427029893832,3.3546361926513173,1.0977459561855567,poor,62.48022903886278,5,poor,"poor, poor"
11,12,3,5.298826317815776,4.784553252020273,1.0977459561855567,poor,9.705414651286238,5,poor,"poor, poor"
12,13,3,1.9088525351995969,1.9780222045925475,1.0977459561855567,poor,3.623625613684088,5,good,"poor, good"
13,14,3,0.0616073140490532,0.1701261921340236,1.0977459561855567,good,176.1460952486341,5,poor,"good, poor"
14,15,3,1.7988906109153602,1.5333661169955728,1.0977459561855567,poor,14.760458046121883,5,poor,"poor, poor"
15,16,3,1.0838741555583922,0.8949407494260073,1.0977459561855567,good,17.431304655017797,5,poor,"good, poor"
16,17,3,0.4529770864477538,0.3811268029926432,1.0977459561855567,good,15.861792043072317,5,poor,"good, poor"
17,18,3,0.9567864265732876,0.3936009697171823,1.0977459561855567,good,58.86219131192563,5,poor,"good, poor"
18,19,3,0.8246057096946642,0.806087612888301,1.0977459561855567,good,2.2456910725515207,5,good,"good, good"
19,20,3,0.5415635991837412,0.5229319504963652,1.0977459561855567,good,3.4403436116197796,5,good,"good, good"
20,21,3,1.086555318950457,0.9388029356298018,1.0977459561855567,good,13.59823846459789,5,poor,"good, poor"
21,22,3,0.8478048343752417,0.909922094308126,1.0977459561855567,good,7.326834834417914,5,poor,"good, poor"
22,23,3,0.4666913203620846,0.6446619845145215,1.0977459561855567,good,38.134556266089874,5,poor,"good, poor"
23,24,3,1.8986481359438536,1.845824353706767,1.0977459561855567,poor,2.782178605770312,5,good,"poor, good"
